id,text,label
33309,RT @DilliDurAst This painting has 40 famous Indian ads hidden in it . 1) Which is tne favourite symbol of an ad you can spot ? 2) Anyone k ,2
10989,I ’ m so fckn pist I lost my damn YSL shades ,1
18753,I give Araki a lot of credit for how kuch detail and work goes to making his characters Then again hes been at it ,0
25483,modi ji ye sab to hota rahega lekin pehle Ram mandir banawao ... Dhara 370 hatao .. Hindurastra ghosit karwao ... Logo ,0
13396,@IndiaToday Pagol kuute ke samne roti dalna sahi nahi hai yeh sholay me thakur saab bolke geye the logbog 50 saal p ,0
7897,RT @SmallssBabeyy IM SO PROUD OF YOU !!!! 💚🎓 I LOVE YOU .. congratulations to you + all your homies ! https // t . co / oBSI471rcj ,0
26915,Muslims muslims muslims jab musalmaano ko hi unki khudki izzat ki khud ke desh ki khud ke hone ki khud ki naslo ki ,1
8238,@AkhileshPSingh Hadd hai kamine pan ki Aapko pata hai Ye kev ' jail ' gaya hai Ye bina order ke railway platform pa ,1
28701,@SMuk25 @IndianExpress It's not vishwas that u guys want .. Its Modiji that u dont want .. Even if God comes and tel ,1
40128,@roflvoice Party and candidate's nahi dekhe hoge bas modi ko jitana hey kar ke vote diye ,2
14505,@Asimrafi9 @Chaudharyumard Nhi g Ham AP ki trha nhi he ptwari ki olad ham Pakistani he aur Pakistan sy pyar krty . H ,0
22273,@MdKashifAli10 @cpimspeak @narendramodi @manakgupta Tum kabhi nahi sudhroge fact check fir bat kar chutiye ,1
35558,@abpanandatv Jai Shri Ram haZ turned out to be the Vande Mataram of the day ! @irajdeep @republic @amitmalviya ,2
8199,@hardikpandya7 best wishes for world cup and Eid Mubarak to you from MUZAFFAR Hasan National general secretary LJP ,2
2144,@sksushilm Aarthik madad nahi wo Pakistan ki aawam ka hak tha . Aur yeh RSS ke propoganda publication apne pas hi rakho . ,2
23844,Ye kaafi hai ki ham dushman nahin hain Wafa'dari ka daawa kyun karen ham – thinking about Something ,2
8910,@WeirdlyProbable @Nishupedia Actually inke pass ab naaz karne ke liye kuch bacha hi nahi hai to haqikat pasand ban ,1
33576,RT @AfghanNextDoor No one Me tryna find the perfect watermelon https // t co / LP9UEnxp6n ,2
28206,@sweetnsaltyy _ @shoaib100mph match zaror dekhna dukh phr jhalna ye khel hai talent ka na parchiyo ka baserra ,2
32666,@jungkookmh He sort of like caused my love for Pomeranians 🥺 here is a picture of her with her chew toy in her litt ,0
26044,@Iaurentsai _ awwwie thank you Lau . good morning ? ,0
19034,RT @kunalkamra88 You mean our problem was being democratic ? Vivek tum jo katori main attention ki bheek mang rahe ho uspe khoon laga hai .… ,1
13152,Greetings to dearest friend shri @Kuldeepsinh92 ji on their birthday maa aashapura bless you with lots of love happ ,0
17992,RT @iam _ wonda In this month of Ramadan all my positive heart desires and prayers for my family and friends will be granted . Insha Allah ,0
23129,RT @Guy _ marwaadi Roshan Oye Roshan meh JCB ki khudai dekh k aaya Roshan https // t co / RQQ5V4glFP ,2
15581,@indiatvnews @ZeeNewsHindi @RajatSharmaLive @sudhirchaudhary @INCIndia @yadavakhilesh @ArvindKejriwal & all d other ,2
8604,RT @ghost _ spotter @anikjaat8 Ye sirf pauranik kathaon mein payi jaati thi Vaastavikta se iska koi sambandh nahi hai ,2
20097,RT @ANI BJP leader Vishwas Sarang in Bhopal Tabaadla udyog Congress ki sarkar mein phal raha hai vidhayak is vyapar ke kendrabindu par h ,2
5225,@DivyanshMohit @GulBukhari Tum apny Indian ki fikkar Karo Pakistan ko hum khud dykh lyngy . Mukti bahini 2 nahi ban ,2
31039,@RoflGandhi _ Up ki sarkar jiski bunyaad pe tiki h wo aaj apne . Mukaam pe pahunch gayi .... laghusanka ki deri h fir ,0
41953,ALVIDA JUMMA-2019 MUBARAK TO ALL ... DUWA KI GUZARISH ..... https // t . co / MvICCAMg6M ,0
43996,@mlkhattar Sir ye Modi ke name pr vot pada h ap Kabhi ao Yamuna Nagar ki Rajiv garden bank calony me Dekho logo Ka ,2
18866,@LambaAlka Jyda gyan na pelo Aur democracy ka majak udana band kro Thoda competition Dete aur ye baat bolte to thi ,0
28950,@AnkushMourya11 @NaushadAlee @GAUAHAR _ KHAN Bhai Ankush khush raho ! I'll pray for u .. Coz I know Nafrat se kabhi kis ,0
36545,Now this i too much ab sare tweet arsal ke support me Jab jiya ka man nhi and wo chai nhi bana sakti yasit ke liy ,2
2745,@sardanarohit jaaz saab ko salo saal ke pending case ko soultion me maza nahi aata * inko to public paise monthly case miljaye * ,1
38245,RT @satguruterirhmt #SecretOfPositivity @derasachasauda @Gurmeetramrahim papaji Dhan dhan satguru tera hi aasra Good morning ji mugje tu ,0
31302,_• She is not a bachi piece or maal _• She is ( Rehmat ) ,2
11709,RT @kch _ mat _ kaho Dil se to nahi ho or wese shakal ka to mjhe pata nahi but aesa kch matter nahi krta https // t . co / wt1UGn42OS ,2
20225,thx to every single memer for making our day u guys r amazing #jcb jindabaad ,0
34859,RT @ZeeTV Non-stop hoga entertainment par kaun dega performance sabse best ? Watch out for #SRGMPLilChamps Sat-Sun 9 PM . @BeingSalmanK ,2
42434,@Shayri _ Here @kanhaiyakumar To fir jo Atankwadi uski Jaat musalman q hoti or jo all ready musalman h woh yeh baat q ,1
23986,Tum hume yun bhula na paoge .... https // t . co / W39DcIAnG6 ,2
37553,@Squirrel _ Soul Tony stark ka dil toh ye leke ghum rha hai 😂😂 ,0
4443,@MixedRaita Gunde saale ..... Ac hall me baith k Mt bhonk be @_ YogendraYadav aukat h to Gurgaon k kisi ek bnde ka c ,1
37414,Bengal bjp mei tmc ke kuch galat neta apne app ko bachane ko jogdan kar rahe he isse party ka support barne ke baj ,2
26700,RT @EmenaIo I ’ m actually not that arsed about Liverpool winning it good on them . The Premier League joke still stands they already had m ,0
19318,happy birthday pretty girl thank u for all the good agnes memories . cards soon ? HAHAHAHAHA enjoy your day !!!!… https // t . co / UO08KHMMws ,0
19685,@OryaMaqbool _ jan Sharam or haya ki qimat lagwai hai is liay to is kute ko ye seat miliy ... Har haqomat k talway chatny wala hai ye ,1
16219,@ppbajpai Sir life ka ek sapna hai kabhe kisi din aap se ek mulakaat kerna log netaaon k fan hote hain mai aap ka ,2
14905,RT @jaavedjaaferi @iamsrk @meezaanj @sharminsegal thank you dear Shahrukh for your love and encouragement 🤗🤗🤗❤️ ,0
13262,@sbond9884 @ANI mere Bhai yah Shariyath tho pahele se hi india may sirf Muslims ke liyah hai aur rahegi inshallah .… https // t . co / wEBWJSBMYJ ,0
33719,@BeingSalmanKhan #BharatThisEid #Bharat #loveuSalman 💋 superb look very handsome https // t co / KmqDSbNxvF ,0
30635,@SaLeEmK92213342 or bohat Pakhtono ko Pashtunistaan ka nasha charha howa hai aj kal hosh mein a jao wrna sach ki mar parhe gi is bar ,1
26753,Dhup Aarti Shri Sai Baba Mandir Shirdi 31 May 2019 Baba Bless all with all the happiness of the world Om Sai Ram ,0
9677,@AmitShah Amit Shah Ji please Jet Airways ke employee ke bare mein kuch kariye Parivar wale bahut pareshan hai bhukhe Mar rahe hain ,0
20043,@Wabbasi007 abroad property rakh kr chhupane wal respectfull hota he ... Aqam ne Panama ... Harami waseem abbasi ,1
27049,@anup081 @timesofindia @RahulGandhi Respected rahul sir dont disappoint you U r a great leader Aap ki soch aap ,0
19215,@SearchUser _ same 😂 did you watch the BET ON ME perf ?? The choreo is kinda sexy but it fit Shihyun so much ,0
4647,Jay Bajrang Bali https // t co / Df2w04GIKi ,0
41076,@Shahidholicwrld Good wala to sahi h thora bt bad ka last ajib h 😂 ,2
4034,@MirSahi13615940 @ShanNayakk Haramzade hamare tukdo pe palta hai hamein aakh dikhata hai ... kutte tu pagal ho gaya ,1
25360,RT @GanguliShrabani Haaye ..... Entry ho toh aisi ..... #HeroWaliEntry Best part of today's episode !! #ShaheerSheikh #YehRishteyHainPyaar ,0
33442,@prisitanshu @Navjot _ SSidhu @sherryontopp @TajinderBagga @MajorPoonia @KapilMishra _ IND @INCIndia @BJP4India Inse na ho payega ,1
24139,@iamsrk My 12 year old declared her record of watching Badshah on TV50 times . Claims to be your biggest fan . She do ,2
18846,@yadavdimples Nahi mut sorry health department sare hospital band karo Sab ko pehle dhar ka gaumutra do Sab bimari ,1
29030,main priyanka prakash modi dada ki poti ..... main unse kehna chahti hun ki is baar mere dada ye v sapat le ki dahej ,0
22594,RT @hamzaahmad73 It's not easy to make it easy ❤❤ Love u @igippygrewal bhaji Hanji kida lagy movie #ChandigarhAmritsarChandigarh jina ny nh ,0
12417,@sardanarohit @aajtak Sir ye election commision ko gali nai de rhe Ye govt Employee ko gali de rhe Jo election krata hai ,2
31335,@MixedRaita Tu bahut pitega ak din be chutiye .... sale teri himmat kaise hui voters ko idiots bolne ki ..... abe ujde ,1
39578,@PMOIndia hi pmo good morning modi ji se ek binti hai hum log facbook pe unke liye din raat lage rahe modi ji k par ,2
36320,RT @AnmolRatanbhar1 🔝 ( Salman khan ) (✖╭╮✖) Best fight (✖╭╮✖) scene 〣( ºΔº )〣 movie ~ See @thismagazine 🔝 Instagram photo by (✖╭╮✖)🔝 @baghda ,0
14490,@FoujiDil mderchod bhartye sainik likhta h ..... hrami aulad hindu hogya bs desh bhakt ho gaya kisi bhi gali teri may ,1
7639,@atram _ shatram Arey ye meri Didi depressed Ho gyi 😨😨😨😨😨 Bechari Chlo 5 din me rr to band hoga Aur ye tweets kuki mjh ,2
37806,RT @AlinaAdyl Chalo goiz 1000 followers hogye hain ab mujhy unfollower mt krna warna Allah pochy ga tum logo ko muslmano 😂 Jisko FOllow ba ,2
27128,RT @binsiii Google isn ’ t your best friend when you ’ re sick belie walie haiiiiiii ,2
18904,Narendra Damodar Modi ji All the best Vadnagar ke kamalka banshiwala Shubh ho apka e jatra ,0
1681,talented as you ! I thank god for creating such a perfect and generous person 🥰 I pray that you will continue to b ,2
28730,Sach keh raha hai deewana dil dil na kisi se lagana . Jhoothe hai pyaar ke waade sare jhoothi hai pyaar ki kasme ,2
1936,@SonyTV @SrBachchan @Naveen _ Odisha @nilamadhabpanda @001Danish Thanks sir hamara umid ahi he 🙏 jai Jagannath swami 🙏🙏 ,2
10559,Pubg ni khelta Tiktok use ni krta Suta ni lagata Girlz ko DM ni krta Will this society accept me ? ,2
15663,@DrJitendraSingh namaskar sir ji . Mere aur se aap ko ek requst hai lakhnpur se satwari chowk tak street light ka ka ,0
22673,@chitraaum @aajtak Jo bjp ke saath nahi woh atankwadi h aour jo hindu RSS ke saath nahi woh deshdrohi hai aaj kal b ,1
17068,@chitraaum Sabdo ke marham se ye gahra jakham dur nahi hoga . in bacho aur bachiyo ko bhavbhini sardhanjali aur pari ,0
16439,RT @cutiepai __ I'm sorry i can't say that Tailor ny eid ke kapre kharab kar diye hain 😂 ,2
24809,@SHEIKH0599 @MilanMishra2 @WeUttarPradesh @bareillypolice @Uppolice Soch h in logo ki ghatiya jo gareebo ko mar rah ,1
12827,@PMOIndia @narendramodi Modi ji e Jiske Paas Zameen haiuse to aap Kisan Samman Nidhi Yojna Diya 6000 salana Dene Ka ,2
6161,@drosliyusof @LFC Thank you so much Dato inshallah will celebrate the 6th star tonight 🙏🙏 #ynwa ,2
20134," RT @lbi _ london Join us tomorrow for the opening night of our new exhibition "" Networks of Knowledge "" showcasing the institute ’ s Library and ",2
18960,@imshivam096 Tum chutiya hoo gandu cogress ..... harne wali this sub ko pata tha itne buti tarah haarnegi nahi pata hai lavde ,1
2018,@BBMarathiTrolls @ColorsMarathi Arey bhau iss bar budget kaam hain na 😂 Lonavla se direct goregaon filmcity mein set laga hain ,0
42965,@PiyushGoyal manniya goyal ji Avdhesh duby ko Jail main dal diya .. Kripya Traino main jo tte nd police ne jo loot m ,1
21441,@Hanne _ o _ Saurus I get the intended joke it ’ s just not funny . Not my sense of humour anyway those crazy kids 😂 ,2
32574,@yowulf Ah ! This is so cute 🥰 I love these two 😆💕 ,2
617,@ShikhaPathak18 @SuPriyoBabul @MamataOfficial Jai Shree Ram mamtaji pranam AAP seen mukhya mantri bank the Aashirwad Jai Shree ram ,2
20345,@RailwaySeva @dr _ abhi _ voice @drm _ kir I proud where I'm from love you modi ji finally you make digital india ,0
39591,'' baten khtam hi ni hoti '' to '' baat hi ni hoti '' wali journey is less hurting than when they ask you to leave for no reason . ,2
7613,@MamataOfficial O hello kaun ho aap What is your identity out side west Bengal Through out the country and in the ,1
38713,@AcharyaPramodk Pramod tum ko Acharya ki padvi kis ne di . Gadhe ko acharya nahi Bol sakte . Tumko to ye ek kissa mal ,1
35265,@kamaalrkhan Bhai Ajay didn ’ t have good last few movies point taken @akshaykumar is doing great with continuous ,0
15010,@anilvijminister sir meri Wife KO 1hafta ho gya hospital ke chakker lagate abi tk doctor ne koi medisen nhi di aur ,2
34399,@saidalammahsud Kutty harami namak haramii gooo back to afgan ,1
266,@asadowaisi @PMOIndia Mp me govt kamalnath ki h ... Wese ek or video viral h jisme aapke shantidut bhai ek dukandar ,1
16713,@sardesairajdeep Besharam kitna baar tappad kayega ! Tumara anti national hindu Muslim dukan bhand hogaya ! Bunt ,1
28907,@vikasbha Fake video . Andh bhakts are forced to circulate to increase popularity rate . ,1
22798,Love the smell of air back at home ! #Dharan ,0
26042,@pepsi Hell yeah ! Does this mean Pepsi Vanilla is coming back ? I miss it so much ! ,2
36095,@ZeeNewsHindi digwijay ji ko to aise hi chunaw me harne ka tension ab dusra bhi tension de gya is sant ne wo ye ki ,2
23804,RT @BhatnagarBrij She's So Happy 😭❤️❤️ #HappyBirthdaySonakshiSinha https // t . co / xf95ymtTPy ,0
14239,@jewar _ airport Vimlesh ji .. Yeh Apna vada nahi nibha rahe . Pehle Kaha ki .. If u purchase any land will be stamp dut ,1
21196,@TheSamirAbbas Ab hamari raksha to bhagvan hi kar sakta hai q ki jahan ka system & sarkar hi aaropiyon ko bacha rah ,2
34663,Congratulations Hon . Prime Minister @narendramodi on your victory . We want ur back n now finally ur back with prachand bhumat ✌✌ ,0
29280,@IndiaToday @sardesairajdeep Iska toh koi bhi video ya audio dekhna hi nahi hai ... bewakoof aadmi hai ye ... isne ,1
31391,RT @AaliyahJay & Wtf are pretty eyes ? EYES ARE FUCKING EYES . This video is actually so annoying imagine what other ignorant shit she be s ,1
37666,12 din baad Iqbal k shaheeno ko Advance eid msg send krne ka Dhora par jna ,2
14014,Tum apni taraf aane wali takleefon ko apne gunahon ki saza mat samjhna mera Allah bohat mehrban hai Wo badle nahi l ,0
40785,BC light kat di abhi toh shuru bhi nahi hua match ... #UCLFinal #delhi Upar se garmi ne alag maar rakhi hai . ,1
20844,@awasthis @abpnewshindi @abpnewstv Rahul Gandhi ko Chowkidar Chor hai Ka nara bhut bhari pad gya kuki wo khud bail ,2
24005,RT @meh _ Stuffs Salman will continue to fuck your chindiwaali filmfare So best of luck to you too mote bhains https // t co / SItVf1RYub ,1
39372,@Satyanewshi Ye sajish ho sakti hai bahut badi Ise halke na le .. sarkar aur Sena dono .. kyu bola usne Aisa isko gira ,2
23837,No one better than srk His charm his personality his swag ek yessa hero jiski villain role sbse jayda popular hoti ,0
23830,@AcharyaPramodk Sir ye oonki aadat may shumaar hbycot se media or deshwasion ko bhi pata chalegaki gandi naali k ,1
42705,@KailashOnline kyu ki ye #MamataBanrjee us ravan ki tarah hai jo apne ap ko hi bhagwan samjhne lgi hai aise logo k ,1
39643,@Irshadbhatti36 TOO WAQIE BOHT BRA HARAAMI HI NAHI BUL K WALDO ZINAA KI PAIDAWAAR HAI - TERI MAAN BHI TANGG TH ,1
10743,Congratulations To our Hounarble prime minister shri Narendar damoder dass modi ji ! Hum sabi bharat wasi yahi kaman ,0
38950,@10kSilverstone If you give me a free place I'll operate as official weatherman on day on your behalf haha !! (&… https // t co / KLBKOfiLIh ,2
12785,Kesy log ho ap yr log tumhe Pakistan ka mustakbil keh ke phir rhy aur usi Mulk ke bando ko galiya do gy Shame yrr 🤚🏻 https // t . co / Fgso5ByQ07 ,1
17244,@sardanarohit Agar kisika ke naam se entertainment Karke koi apna pet bharta h to usme burai Nahi h bohot sare com ,2
29990,RT @rambhuraj @PiyushGoyal Rail Mantri ji tatkal WL ticket per charges 75/- kyu lagta hai ye sarkari loot band honi chayiye ,1
25861,Wey ya me vales madres y neta ni siquiera lo intentes ,1
33081,@Mizzling _ Gaze Movie bnaye gi Modi love Dolly class fifth ki kahaani ,2
16812,Grad Walk at @WeirElementary !! Kids are very excited to see @gofairfieldhigh and Sam Yeto graduating seniors in the ,2
15664,Is it possible ?? Sabhi situatiin ko dkhne ke baad nd saari logical chz ke result ko jaannne ke baad aisa hona cha ,2
30624,@RahulGandhi ordinance ko tear karna bhi dictatorship hi thi . haar ko maniye aur mahnat karke agay bde nahi to pata nahi phir kya hoga ,0
37106,@iFaheemAshraf Work hard you will come back strongly Allha has plan for you Inshallha you will rock best wishes for you ,0
20437,P m India shri narendra modi ji ko p m banane par bahut bahut badhai ho k k patel Advocate faizabad mb no 9838789347 ,0
18938,@StarPlus @shrenuparikh11 @zainimam01 @ayubnasirkhan @tanvidograworld @IshaanSManhas What nonsense pehle Shrenu ko ,1
24194,RT @WillThaRapper Fake love worse than real hate ,2
16052,@Pun _ Starr In gadho ko batao obama ab president president nahi hai aur usney badhai sandesh bhi nahi bheje ,2
22350,@ZeeNewsHindi @sudhirchaudhary Sir me sirf apka hi news channel dekhta ho Because apka channel always sachi news dekhata hai ,0
9187,@VijayKedia1 Samay Samay ki baat hi @dhruv _ rathee ab #ModiIsNoDivider #timemagazine ispr kch bolne ki himmat bc ,2
23489,@Ravikan85627392 @bsesdelhi Koi faida nahi bhaiya yeh chutiye automated message hi bhejte rahenge . ,1
6838,RT @SME _ Sparklers Ms . Hoke and Mrs . Koistinen are retiring ! What a blessing they have been to us at SME ! Thank you for all you ’ ve done do ,0
32635,tintin - lindsay ( freaks n geeks ) - i LOVE her - would die for her - just so cool - literally minds her own busines ,2
25888,@pankhuripathak Congress party bhi media balo ko dhamki dete the . Khud ka jab government tha . ,1
30450,@nadia _ a _ mirza kyon matlab English zubaan mein Dua karte Hain unki Dua qabool nahi hoti had Ho gayi hai Allah to un ,1
22605,@SwetaSinghAT 30000 se jayada BJP fake WhatsApp and websites advertiser's heir karke rakhe hai Hut Modi tujse ye ummid na thi ,1
3570,@Rajesh _ Satpute @CNBC _ Awaaz @hemant _ ghai @AEHarshada @pandyapradeep @sensexbaba Can we buy at this level ,2
41232,@UmarCheema1 Khan sb ko Modi ne is liay nahee bulaya k agar Khan sb aajayenge tou INDIAN MEDIA modi kochour kar Kha ,2
13198,HAPPY BIRTHDAY P'FLUKE !! I WISH YOU A GOOD HEALTH KHRAB MORE PROJECTS TO COME NA HAVE A LIFE FULL OF BOUNTY MORE ,0
15967,Desh mai Karib 20 crore muzlims hai and @INCIndia ko pure desh mai sirf 12 crore votes mile .... matlab wanha bhi vo ,2
9323,For me The Best moment was when Prithvi Singh Says - LAUNDA SERIOUS H .. Totally loved it ,0
10337,i swear this person is my fav walla i ’ m nothing without her in my life i ’ m really grateful to have her as my sist ,0
9341,Aapne kaam kiya hai isse koi inkar nhi kar sakta lekin Aapko vote isliye nhi diya Kyuki aapne itne galat decisi ,0
45057,RT @ishibaloy EXTRA BIG . Parang pagmamahal ko sakanya . HAHAHA AYIEEEE . Love you Nay Z ! #ZsaZsaPadillaDiva2DivaUSTour https // t . co / PHs53xu ,0
27797,thoda sa AUKAAT dekh lena chahiye apna ... @kunalkamra88 ! tujhse to @ReallySwara ka kuch ho nahi sakta BC . Fuc * king ,1
8642,@KumariDiya @PMOIndia @narendramodi Hume gurav hai ki shreeman pm modi Ji jaisa es new hindsthan ko sab ka sath Sa ,2
9329,@munirahmedap Ye Qanoon - e-Fitrat hai Social System jo Khuda n design kiya is m Mard ko hi agay chalna hai wo dun ,0
15582,RT @RomaMatto @shehryar _ taseer @SalmaanTaseer Happy birthday to your Shaheed Baba Who spread the message of humanity Being a great human ,2
8206,@ursmileishere @_ dramebaaz Yeah they want power . Anyway your msg for the dhongis is perfect 👌🏻 ,2
3197,@iamirpathan @ansarraza16 Hahahaha ... Allah aisey Maulana Sahab Se kaum ki hifazat farmayee .. Ye Mudde uthane nahi ,0
19159,@TahaSSiddiqui O kutte k bache tum to ho hee hram khoon aur zana ki aulad Tum se Pakistan k topic pe kia debate ,1
1132,@Imk _ sonu @AtifBjp @rsprasad Bjp ne more than 15 tickets diye the ek ko bhi vote ni diya tum logo ne vote doge cong ,1
20234,@silwatein @I _ Am _ Mowglu Mere roney se Meri Maa Bahut Khush thi Mere roney se Meri Maa Bahut Khush thi Jab Mai Pa ,0
38348,@BBCHindi Kabhi apne paiso se bhi Saifai me Randi Nachwa dete Toh aisa nahi hota Humesha Sarkari maal udane se ,1
25280,@MaafKro Because eid is around the corner . I can't wait to buy pyari pyari colourful choorian myself 🤭 ,2
24029,@Surrend01102923 @SAMBIT _ SWARAJ _ 1 @jigneshmevani80 @GulPanag @ReallySwara @prakashraaj Aap apni bhasa pe sayam rakh ,2
591,@aajtak ab ye btaega . isse pucho tere jiyne b MLA hai usme se gina hindu MLA kaunsa hai teri muslim awaadi wale gaao ,2
16289,RT @Lord _ commander8 Ladkiyan cigarette 🚬 peeti hui kitni attractive lagti h ,2
35703,@Degree _ Chahye @ahmedjavedmian In ka hisab Allah pak khud kry ga inshaAllah .. Pehle I thought k Shia are those peop ,2
25889,@BoduBD4452 @HardikPatel _ Va this the spirit anjali Vaise iska hal bhi dhobi ka kutta jaisi hai abhi ye kidar ke bhi nahi rahe ,0
18276,Aaj ke time me study boht mehengi hoti ja rahi h agar study mehengi ho jayengi to hum jese logh padh nahi payenge ,1
19112,@Goldenthrust Isme kaha pata lag raha he ki ye modi / rss k log he matlab koi hindu kisi musalman ko maare to bjp rss ,2
27339,RT @anafmreis13 HAHAHAHA it ’ s funny ‘ cause it ’ s true https // t co / SoVhyrSYUv ,2
13890,@AllIndiaBakchod Great to see you guys back 👍 @thetanmay @gkhamba @mojorojo @stupidusmaximus ,0
2372,@AliciaGilstorf @nickyahogan I just need all the Major all the time . Hehe https // t . co / dqEps8TTzX ,2
17808,@RubikaLiyaquat Rehne dijiye Rubika ji bechara bada educated aur knowledgeable lagta h regarding social media 😂😂😂😂 ,2
