id,text,label
81,@Ahmedshabbir20 Accha kiya Invite nai kiya Most corrupted party in indian history Good politics from @BJP4India Well done ,1
84,RT @Meetinsan107 #TheGiftOfEducation Volunteer of Dera Sacha sauda sirsa open free coaching center for needy people @gurmeetramrahim http ,0
87,@Pavancharan24 @NaaIsm @vekuvakiranam I believe this is not fake . Let's fight for a cause not the flaws . Please bhaiyya . ,2
93,@rssurjewala Vote pe dhayan de en sab bato se vote nahi milta Hindu Muslim caste pe dhayan de Bina vote bank ke ,2
107,RT @MbVk18 Pakistan WC start hone se Pehle bol Raha tha Sab match Aise khelenge jaise India ke Against khelte h Gaand main se hawa nikal ,1
119,lanat on your views and also upon u 1000000 times may u feel better now Hypocrate https // t . co / 1xmdKcJvl7 ,1
121,Mahoday bahut bahut badhai jai hind Jai jawan Jai Kisaan azaade hind manish fauji Gareebo ke khoon paseene ki k ,0
126,@TheSamirAbbas Hadd hai ye ladki pagal hai . Pagal ka arth hai mentally disturbed . Ranchi ya agra ,1
128,@AnushkaSharma @Sukhbir _ Singer @imVkohli Bus ab hamari team jitegi hi Kyonki Anushka and Sukhnir Dual ??? God bless all ,0
134,RT @iamrajeshburman Watch #BhabijiGharParHai exciting episode on 3jun-5jun . Its Sir Salman Khan Special #Bharat at #Bhabiji with his #Madam ,2
144,@AsliVikrant007 @Fake _ Acc18 @vikrantgupta73 @CricTalk Yeh kaunsa Naya Pokemon hai ? ,2
145,@SureshChavhanke Abe kutte ki sakal k musalmaan ki wazah se tere ghar ki roti chal rhi hai tere andar dam hai toh 5… https // t co / 2DjVQYvT8y ,1
149,RT @is _ salsu Not happy with appointments so far all I see is Men getting appointed . What about women ? Women ain ’ t good as SSGs ? I ’ m watch ,1
154,Bhale hi India or Pakistan k beech cricket world cup ka match ho lekin dekhunga to m #JCBkiKhudaai hi So much fun ,2
170,@asif _ na88 Loru singh tera bap jo brt peshawer par laga raha hai vo teri maa k phudday ki kamayi hai ya baap ki gand ki ? ,1
173,@BeingSalmanKhan It means sidhi sadhi ladki best couple ,0
181,#NoTobaccoDay Tambaku par chetavni likhi hoti hai hi ki ise khane se cancer Hota Hai lekin Sarkar eyes band karane ,1
183,RT @khannargt The only thing that i want in my life is to see you happy and always smile 💛 Love you to the moon and back J .💘 #repost cuz i ,0
185,RT @anjaliicreation Bilal - yeh sab mujhpr rely kar rahe hai D fahad Abb toh saari industry tumpr rely karegi beta our boy making us ,1
186,RT @DeepStateExpose @realDonaldTrump GRAB A COPY OF MY CRITICALLY ACCLAIMED #1 BEST SELLER ' HISTORY OF THE DEEP STATE '!!! Ebook format i ,0
190,RT @Being _ Zeeshan09 Handsome Hunk 😎🔥💪🏻 @BeingSalmanKhan Bhaijaan Masha Allah Zabardast Fantastic Mind Blowing Awesome Bhaijan 👌♥♥🔥 #Bh ,0
194,RT @UrvashiJaiswal7 Bin tere bin tere bin tere koi kharish h hawaon mein bin tere Please @justvoot @anupkofficial bring them back together ,2
196,Narendra Modi Ji Badhayi Ho ... Varanasi ka niwasi hu Aur Hamare ilake ka ek sadak Kafi din se nahi ban Raha hai kr ,2
200,RT @Qasimalitariq soch raha hu is baar uski birthday par gift me ek plastic ka dil de du usse khelti bhi rahegi aur tootega bhi nahi . ,1
202,@Itz _ aziz __ Congress ne ye nirnay liya hai ki anchor agar insaan ho to jae Bhokne wale kutte ho jaise ki Amish sad ,1
203,Time main aya tha tm pubg khel ri the https // t . co / nvWZsU6ibU ,2
210,@Kasheer _ suneel Poora khandan terrorist hai aur ye khud khujliwala kutta 😒 kutto plz maaf karna tumhari insult krne ,0
232,Jab tak Ramji k charno me girkar mangoge nahi paoge nhi ! Bhole baba ne hath khde kar liye Main unke khne pe nhi ,1
243,RT @trulybbh Soompi Award 2019 Best variety show Busted ! Best Idol Actor Sehun Best soundtrack Live OST Best couple Kyungsoo & N ,1
255,@smritiirani ji bahut bahut subhkamnaye ! hope you scale new heights in near future . #CabinetAnnouncement2019 ,1
276,@RubikaLiyaquat Rubika Di Umar mein aap se kaafi chota hun Par I am a big fan of yours Kabhi naseeb ne chaha to ,2
288,Yr 90 k dor ka ek song ha jis ma Adnan Sami na Mujahid k part play keya tha . Adnan Sami ka wo song yad ha to zaror ,2
289,@RTforINC @yadavdimples Mp chunav me evm ne jitaya janta to Congress ko vote Kiya tha ,2
292,@Jessicalynn _ PhD You ’ re awesome !! Much love and hope to see APSA ! ,0
293,Bhai sree Narendra Modi ji aapko hamari or se bahot bahot badhai ab AAP ko mandir or Dhara 310 ka kaam karna he or ,2
302,@Ustadjii oye hoye nikey dar eh te seedhi chaper hi hai ve tere moo te . main te sun v nahi sakda ab kahin abey se ,0
306,@Megha94507473 Reminds me famous dialogue of Welcome movie Le Saudi Arabia - 4-5 billion Kya tera baap chood ke Gaya tha ya Teri maa ? ,1
307,Humare desh k bachoon ko aboard jane ki jarurt hi kyun padhegionly for good job good salary . Isn't India worth tha ,1
310,@yadavdimples @RahulGandhi BJP wale to bunglow se chori ki hui nal ki tuti wale ko v nikala tha ... sabke achche din aayenge ... ,0
314,@nehapant19 @News18India @sambitswaraj @GargaC You can't get Ram by Chanting Jai Shree Ram ...... Ram ko Samjho .. Kri ,1
318,@Kingsahab786 ye government kya kuch nahi kar sakti ye tumhare bhejeme nahi aayega ..... tum soch bhi nahi sakte ye s ,1
323,@Lelo _ na I love it sm 😂 a gone gal 🤣🤣 ,0
327,@Chatterj1Asking Ab ye kisne afwah failayi h ki computer baba #modi k silent supporter the aur @digvijaya _ 28 k hi p ,2
329,@MediaCellPPP @KiranAl39877625 ye khusra Pakistan py hamla krny walo ki fevour krta h Qoom ko Sakht Nafrat h is se ,1
330,I really have to take a boat to get home out here 🤣 Damn I just want to sleep 🤧 ,2
332,RT @Omojuwa Thank you June . Thank you for all the great news . Now go ahead and be the best June ever ! 💜💙❤️ ,0
336,RT @uqkhan Saving one life saves humanity ! A + blood 6 donors ki fori zarurat hay 29th may ( Wed ) raat 9 bajy se pyhly chahye For bypas ,0
338,@narendramodi adarniya MODI JI apko ek bar fir NEW INDIA ki kaman sambhalne k liye apko HARDIK SHUBHKAMANYE .... in 5… https // t . co / DlrF0wSl4v ,0
350,@narendramodi Manniy narendr modi ji ko dusri bar shapth lene ki anant shubhkamnae i hope ap agle 20 salo tak ,0
354,@umair __ 56 @seebi17 Ggggg bilkul ! 😂😂🙏🙏 Meri characteristics btaa dyna bajii baad my bura na many 😂😂😎 ,2
358,NAHI CHHODNA CHAHIE KYONKI AGAR CONGRESS MUKT BHARAT LANA HAI TO INKA CONGRESS KA ADHYACHH HONA JARURI HAI https // t co / Swpd6mOjL8 ,2
364,@DEVENDRACHATUR1 hope soo sir .. aapka gyan is marvelous 👌 ,2
376,@Nawab _ ZaDa _ Here @Syedees @itx _ Bilal _ @Acid _ 6969 Likhna to sekhly teesri jamat fail 🤣😈🔥 ,2
378,@manakgupta Dear manak dont insult modi ji this is wrong data Kya kami rakhi hai unhone tumhe palne ki Namak ka khyal rakho ,2
383,@_ Mansoor _ Ali mansor tu bi lafafa leta he main app ko ke ra ho ye Tweets maro tu meri baat nhi sun ra Pakistan ke w ,1
387,#HappyBirthday Cute Sweet Lovely Pretty Nd Beauty Queen #JenniferWinget ! I Hope Aj Ka Din Tumhare Liye Khushiyo ,0
399,South Africa Ki bowling India 🇮🇳 ke sath hi chalegi kya 🤔🤔😀 #SAvBAN #CWC19 ,2
410,@DeepsUnique3434 @narendramodi Sir apko bolna chata ho ke apna election ma modi jig ko ram ka bhai lashman ka sat d ,2
413,@smritiirani @TajinderBagga @MODIfiedVikas Jai Shri Ram ..... My parents are big fan of yours ... Since kyunki Saans ,2
416,Live Urdu #FridaySermon delivered by the head of Ahmadiyya Muslim Community Hazrath Mirza Masroor Ahmad ,2
419,Sir ji 2007 world cup middle order me batting krne ka chance mila us time apka experience aur feeling Kya thA #SachinOpensAgain ,2
443,Aap Sirf Gandhi Parivar Par Kyun Bolte Ho Aur BJP Mai Kya Parivarwad Nahi Hai ? Unke liye Kyun Nahi Bolte Ho ? Kya ,2
444,@baeyonsi No mind them jare but you fine sha o https // t co / AKTnPiKcGq ,2
460,@betterpakistan Teri maa ne bhi tujhy PhD karwai thi yad hai Special Corruption Group ki . Bohot Beghairat qisam ke ,1
461,@abdulla05442160 ji bilkul abdullah ji zarur dua krungi ..... allah sb khair krne wala hai ..... jazakallah ,2
467,RT @wunderbarfilms We love you back 500M + guys ❤️ We are speechless by the way you guys showered love on our #RowdyBaby . We mean it . Much ,0
468,@Stylix15 Modi sb bhi kry gy support tension lyny ka nai deny ka or Chany khany ka great words by Dr Murli Parsad Sharma 😂 ,2
469,@RanaAyyub @PostOpinions Take care bibi ! Allah khair ! No more stupidity will be tolerated now ! Bismillah ! Amitbhai ki Jai ! ,1
478,Ran into your brother tonight man ... hes doing well for himself and his family . He ’ s moving to Oklahoma can you bel ,1
482,@shahid _ siddiqui Janta ne Pragya ko chuna hai Ab Shahi Suvar Boforswale bhi kuch ukhaad nahi sakte ,1
486,Hello @unlimapps can you mod gaana music app . There is no mod for iOS ,1
490,@KapilSharmaK9 congratulation for this award Love you so much Hame laugh kerne ke liye @akshaykumar ,0
494,@MrsAnjumara jaise log jab jab Nawaz Sharif k paas se guzarte thay to WO naak band ker leta tha ... Is bechari ko to ,2
502,@ZeeNewsHindi What's wrong please explain zeenews hindi . Bhakat prahlad bhi to usi family se belongs kartha tha . And holi ka bhi . ,0
529,RT @sharmaprachi61 Hai Sabse Super Modi Hai Sabse Uper Modi #DeshKaGauravModi #ModiAaGaya #Namo _ Again #ModiReturns https // t . co / 8mDjLfD ,2
535,Kya Sarfraz Ahmed ki performance bhi ek reason he Pakistan ke losing streak me ? And kyu itne back to back kharab p ,2
539,@AmitShah @narendramodi Congratulations Sir we proud of you .. Aap pr pura jakeen hai .. aap bohat achaa home minister Honga .. ) ,0
549,@peta Then what the fuck are we gonna eat cereal with fucking water ? ,1
563,RT @Bhuwane18236211 Modi ji ki appeal pr 1crore se adhik logo ne gas subsidi chhodi Kya Modi ji ki appeal pr des ke 88 % crorepati sansad D ,2
564,@AamAadmiParty @ArvindKejriwal Sahmgam vihar aap vidhayak is soo very bad celection on your next vidhayak ,1
576,RT @zarrarmalik Super Hilarious but True Reality of these NOORA HARAMKHOR FAMILY 🤣😀😜😀 @ImranKhanPTI @ZaidZamanHamid @_ GhulamMustafa _ @abasi ,2
590,@niraj __ dwivedi @yogrishiramdev arre baawle teri hi aankhein band thi lagta hai 2 saal se ... twiitter check kar le b ,2
595,"@Sa20 _ 15 @JalalQazi Yeh kam uae main koi nai kr sakta q ke yahan "" danda "" chalta hai govt employees to traders to a ",0
603,RT @armyindonesiaa2 Lagu yang dinyanyikan saat Soundcheck Wembley Concert hari ini adalah - Best of Me - Mic Drop - Fake Love Masih ter ,0
604,@RJDforIndia Avi bhi samajh mae na aaya tho party band ho jayegi ... Socho kyo hare .. Ye nahi ki dusra kyo jeet raha ,2
605,RT @Naveen _ Skfc Good Morning Cute @Siva _ Kartikeyan Annaa 💕😍🤗 Happy Sunday Annaaaa 😁😁 https // t . co / go4afvwOVh ,2
609,चोली के दुकान Tufan Diwana VIDEO SONG | Bhojpuri New Song 2019 DJ Remix https // t . co / d7va1qIoaO via @YouTube ,2
610,@Nehr _ who @TypoMantri @anjanaomkashyap Pagal hai kya ? They aren ’ t real issues Mandir is important Hindu khatre mei jo hai ! ,2
617,@ShikhaPathak18 @SuPriyoBabul @MamataOfficial Jai Shree Ram mamtaji pranam AAP seen mukhya mantri bank the Aashirwad Jai Shree ram ,2
621,@anjanaomkashyap “ APNA TIME AYGA ” this song was generally inspired by Our very own Atal ji ❣️ ,1
623,@Questperfection Arjun reddy was good ... but aaj mene mard ko dard nahi hota dekhi .. it was ❤❤ ,0
624,@SaipallaviFC @Sai _ Pallavi92 Nice pallavi i am big fan marri 2 hindi kab aaega ,0
625,maksad hatya aur loot kr ne ke hote hai late rk singh ke chhote bhai aur bhatije aur in ke ristedar broker criminal ,1
629,@TwitterIndia hadd hoti hai ...!! How can you do the same wrong again ! Make the account of @TrueIndologyliv live ! ,1
633,Love you @BeingSalmanKhan bhaijan https // t co / buR0XrMayk ,0
637,Bannu Thana Domel Ki Hudood Chashmai Me Police Muqabla Police Ehlkar K Qatal Samet 6 Muqadmat Me Matloob Moeen Ullah Mara Gia . ,2
640,@sonamJain001 Chokidaro se chor ko hi paresani hoti he . Sunneme aayahe Rahul dapli bajarahe he aur Sonia gaa rahi h ,1
646,@Crank _ that _ @observer1076 @MamataOfficial Tera baap ko darrpok mat bol halala product . Thoda izzat de Tere jaise ,1
666,@TarekFatah Bas isse jyaada badi tumhari soch ho bhi nhi sakti jo kisi ko clothes se judge karte ho .... Shame on you Sir ... @TarekFatah ,1
678,@vipkatelayne Whole lota love led zep . Gets me going every time ,0
686,RT @AmizaSherry Your 100th signal . Thank you for visiting your fancafe . A little thing that brings great happiness to us your fans . Have ,0
709,@News18UP @myogiadityanath Bjp jindabad tha aur rhega Up chunav me bhi bjp hi jitegi Kyo ki hm unse behtar kr rh ,0
710,RT @hasnu _ SA England NZ kitnay World Cup T 20 Cup Champion Trophy Jeetay Hai ? Aur unkay mukablay Mei hamaray players ko kitni facilities ,0
712,@DurkeYap HAHAHAHAAH fuck wa koy salig lucas doh hapit na injury time ,2
715,RT @btsportfootball I sacrificed a lot for this ! I am so happy ! I'm just a normal lad from Liverpool who's dream has come true ! Mo S ,2
717,@KTRTRS good afternoon sir here in the colony of Madhavaram Nagar Kukatpally hyd Akshara the school is opening at sixth june pls note sir ,2
720,RT @BabarBaAishKosh Me looking at Mayoos o Manhoos tweets about Pak batting . Na mayoos toh tum log aisay ho rahe ho jaisay Pak team ki lon ,2
727,RT @hinasafi Ab ye chor $2000 ki drug bolkay funding laingay ( read KHAYENGAY ) aur $8 ki drug Australia se manga k dou chaar din Sindh main ,1
730,RT @RAMESHMDALWADI @DrAshish _ A1 @abbas _ nighat @RubikaLiyaquat @Payal _ Rohatgi @NitaMAmbani @aroraups @KuberJamnal You are so brave girland ,0
743,@EkAbhijeet @Bollyhungama @akshaykumar @vidya _ balan Monday bakri eid h wom badia hua toh 💯 kr skti .. 15-20mint ka role h shyd sir ka ,0
745,@BulwarkBoy @amitbehere @Sanginamby They use Ram Bas Aur yehi log bolte h Hindu terrorist nahi ho sakta saffron ,1
747,RT @saiinstitutechd Sai institute of manimajra chandigarh best place for learning free Computer courses under pmkvy PRADHAN MANTRI KAUSHA ,2
751,Fuck off .. yh penally nhii thii yaar .. #UCLFinal ,1
753,RT @ErHimanshuRajp1 @MukeshT82425418 @kanhaiyakumar Bilkul shi Abki bar is suar ko hi goli mari jaye ,1
763,@GunjanRaaz @asadowaisi @irshad _ gm @MdAbid42839130 Sayad 5 years to bjp ki government hi thi to pehle hi Nikal deti ,2
772,@sambhashan _ in @Satyend71267811 @UmeshKu57660152 Aaap ki baate kabhi v galat nahi hai . 🙏🙏🙏🙏🙏🙏🙏🙏 ,2
775,@MamataOfficial JAI SHREE RAM . JAY HANUMAN JAI SHREE KRISHNA . JAI SHREE RAM KITNE MOOH BANDH KAREGI HARAMZA ,2
776,@dtptraffic @DelhiSentry @DelhiPolice @LtGovDelhi Haha Abe hai he nhi uski number plate Lol Hadd hai kaam chori ,2
777,@sanjaynirupam @Dev _ Fadnavis Azaadi azaadi wala ko ticket deta hai hindustan se bada ho gaya gandhi Freedom to speech ab kaha gaya ,1
779,@MaryamNSharif tum log begairat km'aqal or iqtadar prast ho chuky ho @BBhuttoZardari @MaryamNSharif yha chor k ,2
782,@KapilSharmaK9 @Krushna _ KAS I wish aisa rishta fir se @WhoSunilGrover k saath bhi ban Jaye comedy ki duniya aapki ho jayegi 🙏 ,0
792,Aapki Aukat Aapko Yeh trailer Dekhne Ki Anumati Nahin Deti Watch the new trailer video from Article 15 #trailer ,2
796,Sun be ghi ke .. ab to teri g faadunga suwar ke .. tu ek suwar ka hai ya kyi musalmaan teri ma mei ghuse the https // t . co / PbVDtPuM3f ,1
819,@PoliticalWire _ Congress me Gandhi parivar ke alava party ka prisident kyu nahi bante ??? Iska sahi javab diya to me ,2
826,@sialkot in 3 good hrs . ~ overtake meri jawaani speed mera na خ ra ft . Nana the risky boy ,2
829,@chintskap I hope u will come soon .. I wish good for your healthe ... We lov u sir ... One day u look Dariya ( sa ,0
830,@erbmjha @sardanarohit @sardanarohit ji aapko Khan Market gang ne target me le liya hai aapke iss statement ke baad ,2
837,FOR SALE BY OWNER Split level home in great neighborhood 3bd 2bth all appliances deck 3/4 acre property low ta ,0
845,@iavikDsaha @idevadhikari bhai sob manush bhalo hoi . Somoy oi manush ta ke change kori dei . Aap Bahut Aacha dance kar ,2
847,@TheRealPCB Ik sahab jab pm nahi thay tu tanqeed karte thay Yeh married pe team nahi hai Sub relo katto hain Aj b w ,1
849,@DeepakLahri3 @aamajeed @zainabsikander Muslim gar mai peda hone se muslim banta hai sachcha muslaman nahi ..... qura ,2
857,ye MP m congress ki sarkar h koi majak h kya ? Unki sarkar bhi ho aur bijli bhi 24 ghnte aaye ye bhi koi baat h ,0
868,@Kat _ Upendi @Kuhle _ Maseko Zulu Skywalker is a great choice ✨ ,2
870,@JM _ Scindia Meri baat nhi suni apne Congress se prem mehanga pada na or aankh band krke atyachar sehne ka paridam d ,1
872,Kaise chutiye log hai mandir abhi bana bhi nahi hai but India's unemployment rate sunkar mandir hi yaad aata hai ,2
882,@thinkeeng @br __ sharma @priyansishrma16 @_ garrywalia @OfficeOfKNath bhai Mera bharat Mahan Bharat ki jai aur mata ,2
883,@LambaAlka Jb L P G price hike hone se public ko koi problem nhi hoti tb ab India ki total problem solve smjho ,2
884,@ibne _ haytham @SnehaNa13439620 @Raqibsyed1 @SabahKashmiri @Ibne _ Sena @ZakirKhan012 Kuch Yaad Aaya https // tco / DAWi4YG59f ,2
900,@anilvijminister Ambala civil mey toe aapk pass Ortho ka ilaz bhee nahi hai ,1
906,@Ra _ Bies By being blocked aapke acche din aa gaye . ,2
907,@HardikPatel _ saalaa chutiya ... kala jabaan le ker aaya hai ... jab dekho shikayat karta rehta hai jaise ki khud k ,1
910,@ZeeNews @asadowaisi One more thing ... think before you talk ... becoz tenants have to pay rent ... Aur aap se to abh ,2
918,RT @absdrewsmith13 Thank you @itsdredesu for the acknowledgement !!!🤗 Nakakatuwa naman ! hehe https // t . co / OizUgbjkba ,0
932,@aditeelicioux Filters ka sitam kuch iss kadar hai ki smjh nhi atta ke Chehra haseen hai ye filter selction . ,0
939,@utkarsh _ kalia @kavee _ thaa What ??? You want hindi for uneducated people ?? Nice having a conversation with you bro .… https // t . co / i7X4RbPXv8 ,2
951,VIDEO Love Affair With Life by Sade UK B-Side 1983 https // t . co / GqtNbS6cFi #sade #sadeadu #1980s #80smusic ,0
953,Sobrang advantage na rin talaga siguro na isa ako doon sa mga bata kasi halos karamihan sa kanila ang dami dami na ,2
956,@sardanarohit Is baat mein koi shanka nahi hai . hydrabaad hi nahi aise bahut se Muslim bahulak ilake hai jo aantankw ,1
962,👍 on @YouTube EID MUBARAK at HADIYA + trabaho vlogs https // t . co / CDjaERcSYo ,2
963,@megirish2001 Agar Hindu ka mind rig hogaya tho qayamat ajayegi Please support the demand for declaring India as H ,1
972,@Shehzad _ Ind @narendramodi Love to see the happiness on mothers face Parmatma aise khushi har maa-baap ko dae ,0
978,@2Sunochanda @moniccabing @Saima _ Creations Tum akeli nahi ho jo Suno chanda dekhti hai ... A lot f ppl watches d sho ,2
988,Sammaniya p . m . modiji WA s amast kendriya mantrymahoday ke Bharat ka pratinidhitwa Sambhal ne par Hardik subhkamanay ,0
995,RT @NitinBa35467868 @surajprakashbai jinka b exam achha nahi hua sbne fake representation daal diya aur sbka admit card aa gya .. i hope R ,1
996,@SChaudharyINC evm ka Rona band Karo Isse kuchh Nhi hone wala h aaj ki Janta samjhdar ho chuki h agar Janta Prgya t ,2
997,@Officialneha But dear window me se ye kon dekh raha hai 😂😂 ,2
1002,qaqi kalaban ko pala kanina sa classic yung nexplay mb hahaha mamaw solidmb ,2
1007,RT @ronibats Amazing detail ! 7 Tesla MRI of the brain for all you neuro geeks out there ! #NSGY https // t . co / jYcKilw5SE ,2
1018,@LambaAlka Ouhh pleasesuch a bullshit statement .. He's perfect fr this ministry .. just an example of Meritocracy .. A ,2
1023,@narendramodi Jai hind PM Sir Sir hame ab sirf aap pe hi visvas h Sirf aap h jo is desh me system lago kr sakte ha ,0
1027,RT @Sandeep16049517 @narendramodi Hamare desh ke asli hero Manniy @Modi Ji Ko hardik badhai Aapki @Jeet se aapse jada Mai @khush hu kas ,0
1038,@EngrJu @ImranKhanPTI Phir bhi govt ne Iss umrah pay kharach 57 million bara diya . Purane waqaton ke tamam kharchon ,2
1046,@deepadoc @DRMJaipur @NWRailways @RailMinIndia @PiyushGoyal Nahi ye matter nahi tha yaha seat available hi nahi t ,2
1048,@ArvindKejriwal AAP ka karyakarta to niswarth hai .. lekin aap to bahut bade swarthi ho .. karyakarta party ke liye k ,1
1053,is election ki sabse bari khasiyat yahi raha ki jita wahi jisne modiji or balakot per sawal nahi uthaye ,2
1055,@ALIZAFAR _ 1980 @asadowaisi Tum vote Apne experience pe dete ho ya jo sunte ho ?? Mai vote Apne experience pe hi doon ,2
1056,@MLArajeshSP Molc member kya hota hai re 😂 BC pahle likhna sikh le bad me @Payal _ Rohatgi ko gyan dena 😂 Ye Spai pelwa ,1
1059,@misscvstro - archi - books - scrh ö d hi apple hehe alam ko miss mo ako char ahahaha ggood luck sa college !! ingat alwaysssss ,0
1080,@andibeth012 @beautifulgorila Seamus sez woo Hooo happy endings always good ! #Adoptdontshop #SeamustheBullDog https // t . co / A0Im6UcJcw ,0
1087,Mard ko thora magrur thora bad lehaz hona chahia .... uski ankh ma gussa or awaz ma roab hona chahia . Jo dil hatheli ,0
1092,@jam _ kamal Hahaha look who is saying this ? Aap ka khandan jo har govt ka hissa raha 3rd generation CM bani hai phi ,2
1098,@sherryontopp @RahulGandhi @priyankagandhi @ahmedpatel @INCIndia @IYC @MahilaCongress Oooyyee sun tune to Kaha ke j ,2
1099,@_ Akatowari Yo carbonada menos mal a mis hijos les gusta o me tiran la chala jajajajajaja ,2
1107,@arunjaitley Aap ke jald swasthya ki kamna karte hain sir You are a great MP in india ,0
1109,Modi ko iss desh se nikalo — Aukat hai to nikaal le https // t . co / sKQmaKk00w ,1
1110,@narendramodi @mangeshkarlata Dher saari badhaiyan Wish you all the best aapke aage ki vichardhara ko fir ek baa ,0
1111,RT @pranav _ gelani @IndiaToday @waglenikhil @Tejasvi _ Surya @rahulkanwal @Tejasvi _ Surya what a reply Dil khush kar Diya aapne Happy to ha ,0
1112,@sarfarazkhush @SarfarazA _ 54 Captain bhut Khushi hoi apni koumi shanakht ko uja gar karty hoi is lebass Mei malboos ,0
1114,@jelaialivio1 Hahahahahahahah ataya wa kita ni follow ka abi nakog followers nata sorry jelai hahahahahahahahahahahhahahahahah labyu zel ,2
1115,@PoliticalWire _ @RahulGandhi Ki hai Galti Congress buri tarah haari hai is Pappu ki vajah se Ab tum log ,1
1126,@DrKumarVishwas @abpnewshindi @RahulGandhi Kaviraj poltics me aaye the to chodiye mt kejriwal ko benaqab kariye uske against election ladiye ,2
1130,@Lonebeast41 @ranjansinghcho1 @RiaRevealed @free _ thinker @OfficeOfKNath Working ? Ek photo daala hai Sadhvi k saath .… https // t . co / wr9ZYvbYc0 ,2
1153,Hope for the best ! ❤️ bata pa kayo para magligawan Crush Crush muna HAHAHAHAHAHA luvvv ü bothhhh 😌💖 https // t . co / 2XZsjTLfsq ,2
1160,@GAUAHAR _ KHAN Kal tak tumse log freedom maang rahe the ki jise jo pehenna hai jise jo khana h . Aj sarfaraz ne apne ,2
1165,@BushraAamir Beshak APpi 1st time appko comment kr rhi hun appki transmission bhott achi hai app bhottt cute hn Al ,0
1166,Gaanv walo ye jo devil h na @Devil __ 017 iski wajah se Mai Deactivate kr rhi 💔😒😭😭 Maaf mat krna isko ,1
1167,Wang da naap is such a cute song ,0
1175,@Shantanu _ KP786 @asadowaisi @narendramodi Are you a Chutiya or what ........ He is saying something that is Shameful ,1
1177,This video made my day ! Picchar akdam kiliiar hai ! https // t . co / rg6jiQIYA0 ,2
1180,@RRippr @Aztxck Why am I even listed lmao I don ’ t even play ,2
1182,@Atheist _ Krishna Sir congress rule mein surgical strike secretive thidefence forces ko bhi nhi pata chala aur pakistan ko bhi nhi ,2
1204,@irandeeprai @chrisf988 Poora ke poora meme material hai ye ladka 😂😭😂😭😂😭😂 9 days to go for @irandeeprai birthday ,2
1207,@VoiceofmyBharat @geetv79 Opposition parties Iss mamle mai sup kiu hai Sarko se SC tak ki larai kiu nahi kar rahi ,2
1213,@TV9Bharatvarsh I am damn sure ki yeh opposition waalo ki harkatein hai elected government ko badnaam karne ke liye ,1
1217,@AmitShah @BJP4India Manniy Narendra Modi g or b j p party ko jeet ki hardik subhkamnaye ,0
1224,RT @LalChan74592076 #WelfareByDSSVolunteers a special rescue team setup by St Dr @Gurmeetramrahim Singh Ji Insan named as Shah Satnam Ji W ,0
1245,@MaseehMahdi10 @GernailSaheb This is not new . Holi k aas paas b do sisters ko kidnap kia tha inlogo ne . I saw the v ,1
1246,@GautamGambhir Gautam aap bohot hi ache avam yogya insan hai mai aap ko like bhi bohot karta hu par aap ke dwara ai ,0
